Tweet,Message/tweets,happy_words,sad_words,polarity
694,SeamusORegan Heres challenge for community college labs and trades schools across Canada Produce sanitizer and respiratory mechanicals ventilators etc for local health care institutions.,,,neutral
695, danwootton The Duke and Duchess of Sussex have left the 10.7million mansion they were borrowing in Vancouver and will set up a new ho,,,neutral
696, CBCNB Delta Fredericton closes for now after demand falls during outbreak  ,,"falls, outbreak",negative
697, brucearthur Trudeau announces Canada will cover 75 of wages for qualifying small and medium businesses to avoid layoffs backdated t,,,neutral
698," CochraneCBC A sign of hope in a time of fear

Modelling shows physical distancing has halved spread of COVID19 in B.C. officials say",,fear,negative
699, WomenUntold Girls across Canada are watching these leaders and thinking I can be her. rolemodels,,,neutral
700,RuthusRJB Had a call from Chad but different  Also just had a one ring and hung up from Canada,,hung,negative
701," Jantafrench The Alberta legislature is reconvening Tuesday. Emergency legislation is coming.

If you missed it heres a story about t",,"emergency, missed",negative
702," Teghte WhereIsBuhari 

London 1.45 odds
Dubai 1.60
USA 2.10
Canada 2.45

BET RESPONSIBLY",responsibly,,positive
703, salenby Canada gives no fucks about helping the previously unemployed and disabled people who are also very much affected by COVID19,,"disabled, unemployed",negative
704," RBallCanada Racquetball Canada announces cancellation of the 2020 Canadian Championships. 

Read more here.
 ht",,,neutral
705, JohnTheFame Americans watching Canada and Europe take care of their citizens during the pandemic ,,,neutral
706, MrsSeiveright Thank you to all our Canada Post Postal Workers JRHenPSLDSB SuperHeroShoutOut ,thank,,positive
707, danwootton EXCLUSIVE Prince Harry and Meghan have fled Canada to escape the coronavirus pandemic and moved permanently to California,,,neutral
708,SamHeughan mariecurieuk Just donated  Peaker from Canada,,,neutral
709, CBCtanya Incubation period is 14 days so full effect of social distancing measures will be seen in the next week or two. Blue line is,,,neutral
710, CrystalSeahorse Told yall canada was dangerous now they fobbed the not so princely Harry from England amp his camera seeking wife Meg,,dangerous,negative
711," WakingLifeDream How the tides do turn...

Mexicans demand crackdown on Americans crossing the border. 

Mexican protesters have shut",,,neutral
712," Teghte WhereIsBuhari 

London 1.45 odds
Dubai 1.60
USA 2.10
Canada 2.45

BET RESPONSIBLY",responsibly,,positive
713, SwannyQLD Canada has announced  a 75 wage subsidy demonstrating yet again the Governments crashing failure in face of crisis,,"crashing, crisis, failure",negative
714, cbcnewsbc BREAKING NEWS Modelling shows physical distancing has halved spread of COVID19 in B.C. officials say  CBC News ,,breaking,negative
715, 22Minutes Harry and Meghan have left Canada and moved to California which means the only Canadian royalty left is Eugene Levy and Ca,,,neutral
716, SueSuezep BBC News  Coronavirus Mexicans demand crackdown on Americans crossing the border ,,,neutral
717, picardonhealth A glimmer of hope  PhysicalDistancing has halved spread of COVID19 in B.C. modelling suggests by rhiannaschmunk,glimmer,,positive
718," ESDCGC Canada Student Loan repayments will be paused for six months starting March 30 2020.

More details  h",,,neutral
719, CBCManitoba Gatherings will be limited to 10 people in Manitoba as of Monday due to COVID19. New rule applies to family gatherings w,,limited,negative
720," mcspocky Americans not welcome due to virus say Mexicans.

Mexican protesters shut a US southern border crossing amid fears that unte",,"fears, virus",negative
721,"LAS loss is Canadas gain 
Thank you LA. dumb asses.  ","gain, thank","dumb, loss",neutral
722, brucearthur Trudeau announces Canada will cover 75 of wages for qualifying small and medium businesses to avoid layoffs backdated t,,,neutral
723, kieranleavitt BREAKING Calgary woman may go to police over Alberta health ministers email NDP calls for resignation ableg COVID19,,"breaking, resignation",negative
724, NightShiftMD See. It works. Physical distancing has halved spread of COVID19 in B.C. official modelling suggests  CBC News ,,,neutral
725,cleanenergycan EcologyOttawa Suggest you explain first what is a climate neutral continent I have no idea. Then perhaps explain why CanadaOntarioOttawa needs one ,,,neutral
726, VassyKapelos Modelling shows physical distancing has halved spread of COVID19 in B.C. officials say  CBC News ,,,neutral
727," wearenorth99 Albertas health minister Tyler Shandro went to a doctors house and verbally harassed him...

Were in a pandemic. We",,harassed,negative
728,Im in canada so the finale wont air on cartoon network here for another 2 weeks so I have to watch youtube bootlegs of it if I want to know what happens StevenUniverse,,,neutral
729, tokushoutsu ShoutFactoryTV will also be airing 24 hours of KamenRider all Tuesday on their Twitch channel. From midnight to midnigh,,,neutral
730," NorthernHealth 12. Theres a lot of information online about COVID19. Here are the most trusted sources of information

",trusted,,positive
731,Burnaby  westbound Hwy1 Trans Canada Hwy between Gaglardi WayExit 37 and Kensington AveExit 33 debris  CLEAR,clear,,positive
732," zaidi71 Family Physicians will standup for their patients and publically funded primary healthcare for all.
",,,neutral
733, RGViles AndreaHorwath Easier said than done. Your fellow progressiveleftie sent all of our safety equipment to China... ,easier,,positive
734, joececiyyc Lets be clear about what happened shandro saw a doctor post a meme that he didnt like. Instead of focusing on COVID19,clear,,positive
735,TDCanada cibc rcmpgrcpolice INTERPOLHQ FBI CNNPolitics BellMediaPR cityoftoronto 447Pm March 27 2020 TD bank hangs up on us again. Phone number is 6476067304. Justin Alexander Krane 32 victim of human experimentation in Canada. Whistleblowing on terrorist activity.,,hangs,negative
736, PattyHajdu Small businesses are the core of our economy and the heart of our communities. We will be there to support them during thes,support,,positive
737,Have you been communicating with someone at Birds Canada but havent had a chance to meet them Get to know our team better  ,better,,positive
738, ruthmkb Thank U Mr. John Strupat CovidHeroes Mr. Strupat from London Ont. came up w a potential lowcost solution to Onts critic,thank,critic,neutral
739, CanadensisMax Dear American neighbours your President is a fucking nut.  Love Canada.,love,fucking,neutral
740," NancyCrouse I am in Ontario and I just received an alert on my cell phone. CIVIL EMERGENCY ALE. 
All people returning to Canada mus",,emergency,negative
741,DavidDobrik lol fucking canada smh,,fucking,negative
742," DrJacobsRad The people of Canada thank this unnamed doctor. The nation is grateful.

Cdnpoli COVID19 ",thank,,positive
743, kidsbookcentre We have updated our list of resources for ways to read Canadian at home Want new books while youre stuck in the house,,stuck,negative
744, kellygrant1 Im taking a weird pleasure in everyone finally understanding how hard it is to get ANY kind of national health data in Ca,,"hard, weird",negative
745, kieranleavitt Full story. Still no word from the minister or his ministry or the premier. Nor have many government staffers been out d,,,neutral
746," MaximeBernier Canadians rejoice More debased  will fall from the sky

The BoC is again cutting interest and following in the steps",rejoice,fall,neutral
747, joececiyyc Lets be clear about what happened shandro saw a doctor post a meme that he didnt like. Instead of focusing on COVID19,clear,,positive
748, picardonhealth A glimmer of hope  PhysicalDistancing has halved spread of COVID19 in B.C. modelling suggests by rhiannaschmunk,glimmer,,positive
749, christmasali fredguttenberg NRA The gunlobbyistinchief in Canada is saying our antigun violence movement is losing ground. No,,losing,negative
750, Puglaas Modelling shows physical distancing has halved spread of COVID19 in B.C. officials say  CBC News ,,,neutral
751," presscoreca Conflict of interests and foreign influence activities defined by CSIS as threat to security of Canada

Deputy Prime Mi",,"conflict, threat",negative
752, dpontefract Wait for it... courage canada TheHip  ,courage,,positive
753,Ingemar4910 StockwellDay Canada is better prepared that most countries. How is this a Canadian government issue This is the industrys faultthey knew all along the problem with viral and bacteria illnesses on their ships. Building ships large enough to populate a city is dangerous,,"dangerous, issue, problem",negative
754, tim4hire This is highly inappropriate conduct for any minister at any time. It is egregiously so for the Minister of Health to do this,,"egregiously, inappropriate",negative
755,"HoarseWisperer One Week by Barenaked Ladies

This song followed me on the radio on my drive from London ON Canada to Phoenix where I live today",,,neutral
756,FoxyByrd You must have studied GiletsJaunes Foxy Great Unwashed Masses Protesting Macron ampGlobalism amp carbon tax for 14months. Canada yellowvest similar fizzled msm smear as right wing Nazis. Classical Liberalism is todays counter culture.,"great, right","protesting, smear",neutral
757,Parliaments vacancy sanitization department tests Canadas governments positively infested with diseases .,positively,infested,neutral
758," SgtCHampton Thanks for the challenge BurnabyRCMP. We all carry the responsibility PlankTheCurve CPHOCanada  Spread the word

Tag",,,neutral
759," NatObserver A massive tsunami is on our doorstep.

OPED  Dr. Andrew Lodge

",,,neutral
760, EvanLSolomon NEW Senior government source just telling me that China is going be sending back more medical equipment to Canada than t,,,neutral
761, joececiyyc Lets be clear about what happened shandro saw a doctor post a meme that he didnt like. Instead of focusing on COVID19,clear,,positive
762, LaurieGarrett Well this is certainly grim  TheEconomist special intell unit predicts nearly all G20 nations will be pushed into a,well,grim,neutral
763, Puglaas Modelling shows physical distancing has halved spread of COVID19 in B.C. officials say  CBC News ,,,neutral
764,JSmaggs jmatta27 Cutting in. Its a Central Time Zone thing. In Eastern amp Pacific they do air at 7730. But since that means 6630 Central most stations air news at 6 so Jeopardy airs before the lateafternoon news and Wheel at 630. Wheel does not air in the afternoon anywhere except Canada,,jeopardy,negative
765,GonzoMycology netflix That the one with the Sons Of Anarchy bloke in Somewhere in Canada If so think I did two series in one long 20hr  sitting. Good one that.,good,anarchy,neutral
766," embernovember THREAD
This makes me so angry. 
Not just that Shandros behavior is disgusting but that he did exactly what he accuse",,"accuse, disgusting",negative
767, CBCManitoba Manitoba allows businesses to keep employees laid off longer during COVID19 ,,,neutral
768, charlesrusnell Follow coming soon but heres the original story. No response yet from jkenney for call from NDP opposition for Shandr,,opposition,negative
769, andrewphung As an Albertan and someone who once called you a friend Im very disappointed in your behaviour shandro. You are an ele,,disappointed,negative
770," NancyCrouse I am in Ontario and I just received an alert on my cell phone. CIVIL EMERGENCY ALE. 
All people returning to Canada mus",,emergency,negative
771,benfowlkesMMA What in the actual fuck Christ Im glad I live in Canada...,glad,fuck,neutral
772, actioncitizen Trudeau already damaged the relationship by backstabbing Trump twice and by not stopping flights from Canada. Soon Cana,trump,damaged,neutral
773," Dutch101 All Barbz Should Tune in to  Canadas Biggest Radio Station amp Join the NickiDay Celebration with Hits 93 Toronto 

Com",celebration,,positive
774, stephenlautens Trump administration drops plans to send U.S. military forces to the Canadian border.  cdnpoli,trump,,positive
775," MaximeBernier Canadians rejoice More debased  will fall from the sky

The BoC is again cutting interest and following in the steps",rejoice,fall,neutral
776,PeterMckeirnon Cursed Films will premiere next Thursday April 2nd in the US UK and Canada,,cursed,negative
777,This is what Winnipeg Manitoba Canada  will be doing if salons are not mandated to close.  ,,,neutral
778, NightShiftMD See. It works. Physical distancing has halved spread of COVID19 in B.C. official modelling suggests  CBC News ,,,neutral
779,TheRoyGreenShow Trudeaus Canada mean help the world  break Canada Canadian citizens come last. Hes bringing Canada to same state as his African dictator friend countries are,,"break, dictator",negative
780,SarahMojarad QuackChiro No idea. I graduated in medicine the UK where its not really so much of a thing and I dont know the rules in either Canada or the US for calling yourself Dr. It seems like open season.,like,,positive
781," DrJacobsRad The people of Canada thank this unnamed doctor. The nation is grateful.

Cdnpoli COVID19",thank,,positive
782, MitzieHunter In less than a week more than 450 licensed psychotherapists psychologists amp social workers in Ontario signed up to pro,,,neutral
783, dave1agar Ontario reports 135 new cases three more deaths Ottawa to increase wage subsidy to 75 per cent 10 more die in Quebec  Th,,die,negative
784, tim4hire This is highly inappropriate conduct for any minister at any time. It is egregiously so for the Minister of Health to do this,,"egregiously, inappropriate",negative
785, kellygrant1 Im taking a weird pleasure in everyone finally understanding how hard it is to get ANY kind of national health data in Ca,,"hard, weird",negative
786," NancyCrouse I am in Ontario and I just received an alert on my cell phone. CIVIL EMERGENCY ALE. 
All people returning to Canada mus",,emergency,negative
787, CanadensisMax Dear American neighbours your President is a fucking nut.  Love Canada.,love,fucking,neutral
788, PCConnect Today we are praying for Major Tom Hamilton who is serving in the Canadian Armed Forces as a reserve force military chapla,,,neutral
789,kimmiesecret Be careful out there Kimmie.  These are scary times.  Public Health Canada has good info that applies to everyone not just old farts like me.,"good, like",,positive
790,TheVanillaBeast SupMegBaseball Theres eyeblack like that in SMB 2. Looks like they brought it back.,like,,positive
791, MrAndyNgo Justin Trudeau authorized the transfer of approximately 17 tons of protective supplies to China... now with the COVID19 v,protective,,positive
792, joececiyyc Lets be clear about what happened shandro saw a doctor post a meme that he didnt like. Instead of focusing on COVID19,clear,,positive
793, UnitedNurses Alberta Nurses and healthcare workers coming within two metres of a suspected presumed or confirmed COVID19 patient wi,patient,,positive
794, mikenguyenart Heres my latest watercolour painting of Darryl Sittler. Hes my 5th Leafs captain Ive painted. Clark Sundin Gilmour,,,neutral
795,PLLChaos Not in Canada though. ,,,neutral
796, IshatReza  Keep at it Canada. SocialDistancing PhysicalDistancing is working PlankTheCurve,,,neutral
797, CanEmbMexico To all Canadians in Cancun Air Canada AirCanada announced four flights available from Cancun to Toronto before service,available,,positive
798, ggfinesse After this shit I truly want to move to Canada.,,shit,negative
799, OAPCMedia Screening questions at 911 level important to prepare first responders for potential contact  CBC News ,important,,positive
800, nickjboisvert New from me a frontline doctor and lung specialist on what we know about COVID19 and some big questions that still ne,,,neutral
801, SwannyQLD Canada has announced  a 75 wage subsidy demonstrating yet again the Governments crashing failure in face of crisis,,"crashing, crisis, failure",negative
802,Recognizing to be fair that is the dreaded Nunavut Ninja Killer Beagle NNKB Mark III  the feared warrior of seven continents on that leash. We dont know why he is allowing himself to be guided Anyone know CouncilofCDNs CanadaFP CanadaCovid19 Canada ,fair,killer,neutral
803, TomEngel18 Most disturbing  the threat by shandro a lawyer to abuse the power of the state Shandro threatened to send the provin,,"abuse, disturbing, threat",negative
804, TeeKaay10 Canada is not allowed to hear about this on fake news CBCCTV or Global NewsTrudeau and the Liberals will not allow this k,,fake,negative
805, christoaivalis One thing is clear theJagmeetSingh and the NDP caucus have won major improvements to Canadas stimulus and aid packa,"clear, improvements, won",,positive
806,Coachsim jordincanada  Back to the basket moves only,,,neutral
807, AndrewScheer As Canada faces COVID19 we must ensure that we support workers small businesses front line workers and all Canadians.,support,,positive
808,A tinderbox Why some advocates worry longterm care facilities could be devastated by COVID19 ,,"devastated, worry",negative
809, cityoftoronto The CityofTOs shelter division worked around the clock to open 10 additional sites that provide the 6 ft physical dist,worked,,positive
810," DavidStaplesYEG What do you think of measures Canada has taken at the borders to control COVID19

If you want to be informed heres",,,neutral
811,Enjoying my 1st BANGenergy in Canada ,enjoying,,positive
812,DavidParody its summer in canada today,,,neutral
813, JustinTrudeau We are implementing the Quarantine Act to keep all Canadians safe. So let me be clear If you do not go home and stay ho,clear,,positive
814, genesimmons Coronavirus Mexicans demand crackdown on Americans crossing the border  BBC News ,,,neutral
815," CBCNL NEW  A 4yearolds party was cancelled. These first responders answered the call

 ",,,neutral
816, CupeAB We are now faced with several days of Matt Wolf and ableg issue managers fighting a PR battle to save Tyler Shandro rather tha,,issue,negative
817, CBCNS New popup shelters coming for Halifax amid COVID19 spread  ,,,neutral
818, guardian Canada mourns Takaya  the lone sea wolf whose spirit captured the world ,,lone,negative
819,SamuelGuizani Safeway in Canada was supposed to stop early this year.  Theyve NOT done so.  Lying big companies above the law,,lying,negative
820," ChrisSurano Why have the CPCHQ
NDP and the Canadian media not called JT loud and clear what the New York Times is calling Canadas",clear,loud,neutral
821, R14ScoRae I say we take salaries from Service Canada employees and give them to grocery store workers across the country. A wealth red,,,neutral
822,Has the era of Open Canada reached its end   more Depression on ,,depression,negative
823, ezralevant Follow along in real time as China Eastern flight 581 flies from Shanghai to Vancouver  one of five Chinese flights to Ca,,,neutral
824,That cant be true...this is Canada ,,,neutral
825,cowdonkey Well that sucks. Considering how proportionately you wont have even made that much in Canada compared to the US dollar... ,well,,positive
826, DavidHamer1951 On the emails alone never mind the sidewalk confrontation with a citizen this Alberta Health Minister needs to go.,,confrontation,negative
827,"TheThuggernaut Maybe its protective house arrest

Maybe hes just grounded ",protective,,positive
828,This is crazy. Is it possible he is that dumb No he hates Canada. ,,"dumb, hates",negative
829,Sigh DonaldTrumpSucks GovRonDeSantis sucks too CoronaVillains realDonaldTrump ,,sucks,negative
830,lilabattis get inside. it works. ,,,neutral
831, MFrance923 blakehounshell This is how Canada  is supporting Canadians ,supporting,,positive
832,"Thank you Canada PLEASE LISTEN. Dont walk out of the airport and go straight to your local grocery aint helping. 

AmberAlert ",thank,,positive
833, CanadensisMax Dear American neighbours your President is a fucking nut.  Love Canada.,love,fucking,neutral
834, bruceanderson Watching these daily briefings and a lot of tweeps may not agree with me some will be outright hostile   but pound f,,hostile,negative
835, ruthmkb Thank U Mr. John Strupat CovidHeroes Mr. Strupat from London Ont. came up w a potential lowcost solution to Onts critic,thank,critic,neutral
836,alright everyone guess the bird. ill only allow 1 dozen guesses per person lol. wildlifephotography nature wildlife birding birdphotography Canon wild naturephotography BritishColumbia Canada birdsoftwitter ,,wild,negative
837, christoaivalis One thing is clear theJagmeetSingh and the NDP caucus have won major improvements to Canadas stimulus and aid packa,"clear, improvements, won",,positive
838," RajaAyazPervez This ventilator is cheap and easy to build and luckily its open source. Government should look into it.
",easy,cheap,neutral
839, SoundAliveRec Weve had tremendous success on Canada FMAM amp Community Radio We have less than 50 slots left for Canada Radio Campa,success,,positive
840,Before I go if youve ever spent a month in Canada youll know why MeghanAndHarry have fucked off to California.,,,neutral
841, DrinkAriZona Rumors confirmed. Available in Canada,available,rumors,neutral
842,"taslimanasreen This reality of muslim leaders.
",,,neutral
843," surveilz This from CTV who between January and mid March kept downplaying this virus to cover for Trudeaus inaction.

It isnt lost",,"lost, virus",negative
844,"Canada on canvas 

A quiet and safe night to all my TT friends...

Bonne nuit
Buona notte
Gut nacht
Buenas noches
Kalispera
Good night

StayHomeSavesLives 

BeSafeStayHome ","good, quiet, safe",,positive
845, ONDentalAssn ODA Member Notice Spam emails claiming to sell masksPPEs are being sent throughout the dental community. They may even,,,neutral
846," rsmale Ok I just stopped laughing. 

Canadians have decided to stay put as we have a good health care system gun control and a sane","good, sane",,positive
847," DebHaslam Trudeau Sent 17 Tons Of Coronavirus Protective Supplies To China  Now Canada Running Low
No worries...Im sure China will",protective,,positive
848,funshographix Justin Canadas prime minister tested negative while the wife tested positive what theory do you have on this the wise one,"positive, wise",,positive
849," WakingLifeDream How the tides do turn...

Mexicans demand crackdown on Americans crossing the border. 

Mexican protesters have shut",,,neutral
850, JustinTrudeau We are implementing the Quarantine Act to keep all Canadians safe. So let me be clear If you do not go home and stay ho,clear,,positive
851," essenviews No Canadian  Twitter mocks Trumps plan to move troops to U.S.Canada border 
I think Ill slip across the border ille",,mocks,negative
852,tanamongeau I wish but cash app aint available in canada ,available,,positive
853," globalnews Back in 2003 the SARS outbreak which also triggered cancellations and emergency declarations killed 44 Canadians.

",,"emergency, killed, outbreak",negative
854, HarmerDan For you haters complaining that Canada sent medical supplies to China at the beginning of the COVID19 outbreak now China c,,"complaining, haters, outbreak",negative
855, Victoria59L PierrePoilievre LakesPlace Can anyone explain to us why there are still flights arriving daily into Canada from China,,,neutral
856," Teghte WhereIsBuhari 

London 1.45 odds
Dubai 1.60
USA 2.10
Canada 2.45

BET RESPONSIBLY",responsibly,,positive
857, LewissaStewart If this pandemic is causing any inconvenience its definitely the delay of the superetteshop opening in Toronto Than,,"delay, inconvenience",negative
858," renalli  PLEASE ac comms

50 of payments will go towards Food Banks Canadas COVID19 Response Fund to support those in need",support,,positive
859,Search for Beauty 1934. With the 30 winners in the International Beauty Contest chosen from England Scotland Ireland Australia New Zealand South Africa Canada and the United States. ,"beauty, winners",,positive
860,"The Alberta legislature is reconvening Tuesday. Emergency legislation is coming.

If you missed it heres a story about the challenge of what to do with the legislature sitting during the pandemic  ableg ",,"emergency, missed",negative
861," KeithMreal Question for all of us Berners
Is the US worth saving

Maybe we should all move to Mexico and Canada and build the walls",worth,,positive
862,"The Canadian coverage indicates 70

",,,neutral
863,"Photo from NationalGeographic.
Alberta Canada. 
Oh how I hope once all this passes that people took the time to reflect during isolation. Think about what truly matters. How to better appreciate people and the things we are blessed with.  ","appreciate, better",,positive
864, gilmcgowan Every Premier in Canada has acted to protect renters by announcing policies to prevent evictions resulting from the COVID1,"premier, protect",,positive
865,with COVID19 and updates from Public Health Agency of Canada PHAC. While the planning for our May UnConference is underway there exists a possibility of cancellation of the inperson meeting for the health and safety of our community.25,,,neutral
866, NavdeepSBains If youre a business that is ready and willing to retool production to help support Canadas fight against COVID19 he,"ready, support, willing",,positive
867," wearenorth99 Albertas health minister Tyler Shandro went to a doctors house and verbally harassed him...

Were in a pandemic. We",,harassed,negative
868, CBCIndigenous Protect our elders Six Nations building barricades to block outsiders amid COVID19 ,protect,,positive
869, LaurieGarrett Well this is certainly grim  TheEconomist special intell unit predicts nearly all G20 nations will be pushed into a,well,grim,neutral
870, eTweeetz case of vaccineassociated measles in a 2yearold patient from BritishColumbia Canada in October 2013...her 1st dose,patient,,positive
871, MelissaBeTweetn So someone in the US Govt thinks they need a military presence at the border to stop Canadians from leaving Canada. T,,,neutral
872,BorisJohnson Hello I wish your prompt recovery. I have to share that in November last year Id a weird cough and while in Canada and the States they couldnt get rid of that. I went to Pucallpa Peru and I was fixed with 10 drops of Synadenium grantii hook on 1L of water.,prompt,weird,neutral
873,WHY THE FUCK IS FURSUIT FRIDAY TRENDING IN CANADA RIGHT NOW JESUS CHRIST,right,fuck,neutral
874, ShadyMixerFacts .LittleMixs BreakUpSong is currently in the Top 10 on iTunes of 44 territories including the US Canada UK German,top,,positive
875, SwannyQLD Canada has announced  a 75 wage subsidy demonstrating yet again the Governments crashing failure in face of crisis,,"crashing, crisis, failure",negative
876, kieranleavitt Full story. Still no word from the minister or his ministry or the premier. Nor have many government staffers been out d,,,neutral
877," NancyCrouse I am in Ontario and I just received an alert on my cell phone. CIVIL EMERGENCY ALE. 
All people returning to Canada mus",,emergency,negative
878,mehdirhasan We do. We consider it a human right. Sincerely Canada. ps..please take care we are very worried for our American friends.,sincerely,worried,neutral
879,"KimeeBe kebramm vmochama Her name has always had shine. Its called the Markle Sparkle. 

Truthfully guys I feel her intent is pure. Theyll be in both America amp Canada. She did live in Canada for the better part of 7 years while traveling home to LA often. 

Lets not be hateful.","better, truthfully",,positive
880, RosieBarton Deputy Prime Minister says Canada is strongly opposed to the US proposal to put any troops on the shared border and that h,,,neutral
881,ziets1977 Since I screwed up If Canada borrows a trillion dollars it would cost 10B a year with interest rates this low. Thats one point of the GST. Courtesy of kevinmilligan,,screwed,negative
882, SwannyQLD Canada has announced  a 75 wage subsidy demonstrating yet again the Governments crashing failure in face of crisis,,"crashing, crisis, failure",negative
883, Chodgy Hey all of you awesome international curlers Who wants to virtualbroomstack  We are making it at 12noon Central Time in Can,awesome,,positive
884,djibou Thank you for your comment. Please visit ESDCGCs COVID19 page for more info ,thank,,positive
885," AmeerRosic Dear Canadian airlines. Here is an idea.

Canada is so expensive to travel. Just plain stupid. 

Create an all you can fly",,expensive,negative
886,"TrickmasteH iamamadrunner LeilaSmale HalfAlligator andrewkimmel Your hospitals cannot even handle anxiety  thank got for our superior private  healthcare which is dealing with some real stuff.

Canada would have folded under this pressure.","superior, thank",,positive
887," BandeKhuda 

Mortgage relief for Canadian
COVID2019 
Canada ahead of USA",relief,,positive
888, JustinTrudeau We are implementing the Quarantine Act to keep all Canadians safe. So let me be clear If you do not go home and stay ho,clear,,positive
889,Saturday April 18th come and see us at Law Day. It is a free fun familyfriendly informative event taking place at the Calgary Courts Centre. It is a national event every April that celebrates the signing of Canadas Charter of Rights and Freedoms. ,"free, fun",,positive
890," RajaAyazPervez This ventilator is cheap and easy to build and luckily its open source. Government should look into it.
",easy,cheap,neutral
891, NSTeachersUnion Why cant we play with our friends Nova Scotias top doctor answers kids COVID19 questions  CBC News ,top,,positive
892, CBCNews Takaya a wolf that lived alone for years on a tiny island near Victoria B.C. was shot and killed by a hunter this week.http,,killed,negative
893, stephenlautens Trump administration drops plans to send U.S. military forces to the Canadian border.  cdnpoli,trump,,positive
894,The focus on coronavirus economic fallout is why people arent taking its physical danger seriously  ,,"danger, fallout",negative
895,I miss canada bro fuck the US ,,"fuck, miss",negative
896," IrfanDhalla Vital journalism from kellygrant1 on front page of globeandmail this morning. 

We need to know each day
1. How many n",,,neutral
897, CanadensisMax Dear American neighbours your President is a fucking nut.  Love Canada.,love,fucking,neutral
898,"Todays Update 

IntegratedMarketingPlatform Canada UnitedStates ",,,neutral
899, yerongss Actually I already published a book. If you living in USA or Canada you can buy on here  and search ,,,neutral
900, 99freemind This is how the Liberals will get away with not paying out the compensation to workers who are losing income as a result of,,losing,negative
901,Trudeau to Washington Sending troops to border would be a mistake  Of all the countries in the World that we could count on having our back Canada would have to rank 1 and the DisasterInChief wants to militarize our Border,,mistake,negative
902," Lukewearechange lol Coronavirus Mexicans demand crackdown on Americans crossing the border

",,,neutral
903, HarperMumzee realDonaldTrump Hey asshole a 1 time check is not enough to cover anyone in this country. Canada is giving their people,enough,,positive
904, gmbutts Canada is not perfect. No place is. But gee whiz its reassuring to see political leaders of different parties put politics as,,,neutral
905, granblueen Granblue Fantasy the Animation Season 2s Extra Episode 1 Another Journey is now live on Crunchyroll Hidive and Funima,,,neutral
906, JustinLing Prime Minister Justin Trudeau is resisting calls to reduce the prison population to fight COVID19. More than a dozen inma,,prison,negative
907,DavidDobrik Im in Canada so I dont have venmo but my dad is still working rn and I wanna buy him new gear to protect himself since hes sacrificing to help out my family. This is my paypal yasmine.irani123gmail.com anything helps ,protect,,positive
908,"ThisIsREngland By the context sounds like hes referring to children of immigrants born on European soil vs descendants of Europeans born in colonies.
Im genetically European but born in Canada and want to repatriate when possible. I oppose Somalis born in Britain saying they are British.",like,oppose,neutral
909, DailyCaller Trudeau Sent 17 Tons Of Coronavirus Protective Supplies To China  Now Canada Running Low ,protective,,positive
910, TheKaufmanShow Ill be back hosting the Late Shift from midnight to 4am tonight across Canada on the iHeartRadio Talk Network. Guest,,,neutral
911," rsmale Ok I just stopped laughing. 

Canadians have decided to stay put as we have a good health care system gun control and a sane","good, sane",,positive
912, SwannyQLD Canada has announced  a 75 wage subsidy demonstrating yet again the Governments crashing failure in face of crisis,,"crashing, crisis, failure",negative
913," tuns1999 Ottawa Bureau Chief for Global News
This is stupidity we have to put with from our elite journo class in Canada.

Bunch o",elite,stupidity,neutral
914, CanadensisMax Dear American neighbours your President is a fucking nut.  Love Canada.,love,fucking,neutral
915, SwannyQLD Canada has announced  a 75 wage subsidy demonstrating yet again the Governments crashing failure in face of crisis,,"crashing, crisis, failure",negative
916," EverythingGPAB Service Canada offices to shutter for inperson services over COVID19 concerns gpab

",,concerns,negative
917,"I have no empathy for the hunter. 

None whatsoever. 



Courtesy of Adamvanderzwan CBC Victoria.",empathy,,positive
918, CanadensisMax Dear American neighbours your President is a fucking nut.  Love Canada.,love,fucking,neutral
919, ljdeveau Health workers are on the front lines cashiers and staffs at supermarkets are doing their best to help. Meanwhile Service Ca,best,,positive
920, markusoff Atop of accosting a doctor to yell at him on his driveway Alberta health ministers threatening emails to ppl who harangue,,"harangue, threatening",negative
921, CanadensisMax Dear American neighbours your President is a fucking nut.  Love Canada.,love,fucking,neutral
922, SwannyQLD Canada has announced  a 75 wage subsidy demonstrating yet again the Governments crashing failure in face of crisis,,"crashing, crisis, failure",negative
923,"benmyers29 re my own decisions i was aware of the shifting risks but travelled before Canada issued travel warnings before the pandemic was declared before borders started to close and before all plane tickets became cancellable.

easy to forget now how quickly our lives have changed ",easy,risks,neutral
924, FPChampagne Proud of TeamCanada at GAC working 24h7days. These are unprecedented times but we are focused to help Canadians come h,proud,,positive
925,There arent enough ventilators for coronavirus so a London Ont. man giving his design away  CBC News ,enough,,positive
926, RosieEmery Trudeau warns of COVID19 text scam exploiting new emergency benefit program  CBC News  Crime Cov,,"crime, emergency, scam",negative
927, NSSafeTrucking ThankATrucker 104134 professional men amp lady drivers crossed the border between Canada amp USA from March 1824 keepi,,,neutral
928, amp6 Worth noting the PM didnt answer the question which is whether Canada knew the US would deport asylumseekers Canada returns. C,worth,,positive
929, brucearthur Trudeau announces Canada will cover 75 of wages for qualifying small and medium businesses to avoid layoffs backdated t,,,neutral
930,Canada The city of Toronto will not be using cellphone location data nor does it have such data to determine where people are not practising physical distancing...  city spokesperson Brad Ross  ,,,neutral
931, cpabc Coping with the COVID19 crisis What small businesses can do to survive. ,,crisis,negative
